var,val
w1,0.042078824129044214
w2,-0.0019031953381602412
w3,0.036902696611397119
w4,0.041488927848674445
w5,0.028591312231547702
w6,0.040783476173283061
w7,0.010515812085335034
w8,0.0061468676877605511
w9,-0.00060154959844218995
w10,-0.014462858198118839
w11,0.026242184759418162
w12,0.0042175168956055508
w13,0.0032664063005750656
w14,-0.0024415788989937959
w15,-0.013523803355609914
w16,-0.01296019138541778
w17,-0.014508700573605385
w18,-0.0081134160358047637
w19,-0.0071661034250096317
w20,-0.0090878612996656682
w21,-0.013236995061958993
w22,-0.01109486303042282
w23,-0.00098557526503515814
w24,0.0013048314447160682
w25,0.033848798276480366
w26,0.026097834850448316
w27,-0.024289914520726083
w28,0.033113510888476583
w29,-0.0042181309839290047
w30,0.02837282617620026
w31,-0.011242560363427606
w32,-0.023706497841190874
w33,0.0022594038661290432
w34,0.078820070051800722
w35,-0.0074670292205283543
w36,-0.055776181842618081
w37,-0.013385775126963814
w38,-0.010450259975454878
w39,-0.016699111613001381
w40,-0.0012204864484336021
w41,-0.0040238867635916907
w42,0.04104375226151756
w43,-0.011088260279121871
w44,-0.016155460719636722
w45,-0.013321591477289776
w46,-0.027933848461020781
w47,-0.005534436247748525
w48,0.034966785952151608
w49,0.0064351868978229235
w50,0.0042364271400791766
w51,0.005111407166488809
w52,-0.0059884912160143317
w53,-0.013538142760893688
w54,0.070878510363749744
w55,-0.032818368341869811
w56,-0.015573114452598758
w57,-0.040681821423225475
w58,-0.025600401710487282
w59,0.022731529466377867
w60,-0.004961527439162958
w61,0.0025058089159369925
w62,-0.015180150226704945
w63,-0.0046798926047307721
w64,0.014044822349579007
w65,0.00057219443930729827
w66,0.00057350089036796426
w67,0.00069364234778281064
w68,-0.0045496798328572884
w69,0.00064761212948374067
w70,-0.0035989592463807488
w71,-0.0012547355564575884
w72,-0.0035171848216692431
w73,0.0012910485780521213
w74,0.0012133108481518046
w75,0.0012444230180900758
w76,-0.0001657621846578596
w77,-0.0040318143761500589
w78,-0.0023473791983678284
w79,-0.0015365467394257743
w80,-0.0019809612868387566
w81,0.0010342323045263618
w82,-8.5609595086864415e-05
w83,0.0037160527416002132
w84,0.0015473779570162947
w85,-0.00037490571439046912
w86,0.0014907756292056366
w87,-0.0023529308263230669
w88,0.0036793947956772345
w89,-0.002089017655901566
w90,-0.011544947981067253
w91,-0.0017597665210288668
w92,-0.0016804404087770687
w93,-0.0016939407556839608
w94,0.0025576581398291734
w95,-0.00054159741908543075
w96,-0.0018339173091290843
w97,-0.0027976973727811905
w98,0.00022482720128318609
w99,-0.001452116845180641
w100,0.0018202589652010475
w101,-2.32502721621955e-05
w102,-0.0013085258198047448
w103,0.0072131821802155442
w104,-0.0031059752545987158
w105,0.00035296334793866131
w106,0.00021712179156475604
b,-0.12157245586791017
